YearEnd,COUNT(LocationDesc),LocationDesc,Question,AVG(DataValue),StratificationCategory1,Stratification1
2013,1,Vermont,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Gender,Male
2013,1,Vermont,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Multiracial
2013,1,Vermont,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Other
2013,1,Vermont,Median daily frequency of fruit consumption among adults aged >= 18 years,1.2,Overall,Overall
2013,1,Vermont,Median daily frequency of fruit consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Caucasian
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Gender,Female
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Gender,Male
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Race/Ethnicity,Other
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Overall,Overall
2013,1,Virgin Islands,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Race/Ethnicity,Caucasian
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Gender,Female
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Gender,Male
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Multiracial
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Other
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Overall,Overall
2013,1,Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Caucasian
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Gender,Female
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Gender,Male
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Multiracial
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Other
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Overall,Overall
2013,1,Washington,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Caucasian
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Gender,Female
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Gender,Male
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Multiracial
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Race/Ethnicity,Other
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Overall,Overall
2013,1,West Virginia,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Caucasian
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1.2,Gender,Female
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Gender,Male
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1.9,Race/Ethnicity,Multiracial
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Other
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Overall,Overall
2013,1,Wisconsin,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Caucasian
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Gender,Female
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Gender,Male
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Other
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Overall,Overall
2013,1,Wyoming,Median daily frequency of fruit consumption among adults aged >= 18 years,1,Race/Ethnicity,Caucasian
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Female
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Other
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Overall,Overall
2013,1,Alabama,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,African American
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Gender,Female
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Male
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Overall,Overall
2013,1,Alaska,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Multiracial
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Arizona,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.8,Race/Ethnicity,African American
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Female
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Other
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Overall,Overall
2013,1,Arkansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,African American
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Gender,Female
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Multiracial
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Overall,Overall
2013,1,California,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Caucasian
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Multiracial
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2013,1,Colorado,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2013,1,Connecticut,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Multiracial
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Delaware,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Gender,Female
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Male
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Overall,Overall
2013,1,District of Columbia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Caucasian
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Multiracial
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2013,1,Florida,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Other
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Georgia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.8,Race/Ethnicity,Hispanic
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Guam,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2013,1,Hawaii,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Caucasian
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Multiracial
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2013,1,Idaho,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Other
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Illinois,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Female
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Indiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Female
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Iowa,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Kansas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Female
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Kentucky,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.8,Race/Ethnicity,African American
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Female
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Race/Ethnicity,Hispanic
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Gender,Male
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Other
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Overall,Overall
2013,1,Louisiana,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Caucasian
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Gender,Female
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Male
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,2.1,Race/Ethnicity,Multiracial
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Overall,Overall
2013,1,Maine,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Other
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2013,1,Maryland,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Other
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Overall,Overall
2013,1,Massachusetts,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Michigan,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2013,1,Minnesota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Race/Ethnicity,African American
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Female
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Other
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Overall,Overall
2013,1,Mississippi,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Caucasian
2013,1,Missouri,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Race/Ethnicity,African American
2013,1,Missouri,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2013,1,Missouri,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
